列表,业务,云端标注,本地标注,云端&本地结果对比,是否集内,是否800条,业务名,标注结果,标注操作
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\17news\17news_014_F024_coder.wav.pcm,news,今天有什么头版新闻,今天有什么头版新闻,TRUE,0,是,news,"{
 ""datetime"":{
  ""date"":""2015-10-13"",
  ""dateOrig"":""今天"",
  ""type"":""DT_BASIC""
 }
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\17news\17news_021_F025_coder.wav.pcm,news,清明的新闻,清明的新闻,TRUE,0,是,news,"{
 ""datetime"":{
  ""date"":""2016-04-04"",
  ""dateOrig"":""清明"",
  ""type"":""DT_BASIC""
 }
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\17news\17news_028_F025_coder.wav.pcm,news,国庆节的新闻,国庆节的新闻,TRUE,0,是,news,"{
 ""datetime"":{
  ""date"":""2016-10-01"",
  ""dateOrig"":""国庆节"",
  ""type"":""DT_BASIC""
 }
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\17news\17news_035_M007_coder.wav.pcm,news,上午的新闻,上午的新闻,TRUE,0,是,news,"{
 ""datetime"":{
  ""date"":""2015-10-13"",
  ""timeOrig"":""上午"",
  ""endDate"":""2015-10-13"",
  ""time"":""06:00:00"",
  ""endTime"":""12:00:00"",
  ""type"":""DT_INTERVAL""
 }
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\17news\17news_042_F026_coder.wav.pcm,news,最近上映的电影的新闻,最近上映的电影的新闻,TRUE,0,是,news,"{""datetime"":{""date"":""CURRENT_DAY"",""dateOrig"":""最近"",""type"":""DT_ORIGINAL""},""keyword"":""电影""}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\17news\17news_049_F026_coder.wav.pcm,news,十号有什么新闻,十号有什么新闻,TRUE,0,是,news,"{
 ""datetime"":{
  ""date"":""2015-11-10"",
  ""dateOrig"":""十号"",
  ""type"":""DT_BASIC""
 }
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\17news\17news_056_M008_coder.wav.pcm,news,年三十的新闻,年三十的新闻,TRUE,0,是,news,"{
 ""datetime"":{
  ""date"":""CURRENT_DAY"",
  ""dateOrig"":""年三十"",
  ""type"":""DT_ORIGINAL""
 }
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\17news\17news_063_M008_coder.wav.pcm,news,元宵节的新闻,元宵节的新闻,TRUE,0,是,news,"{
 ""datetime"":{
  ""date"":""2016-02-22"",
  ""dateOrig"":""元宵节"",
  ""type"":""DT_BASIC""
 }
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\17news\17news_070_M008_coder.wav.pcm,news,我想听娱乐新闻,我想听娱乐新闻,TRUE,0,是,news,"{
 ""category"":""娱乐""
}",PLAY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\17news\17news_077_M008_coder.wav.pcm,news,愚人节的新闻,愚人节的新闻,TRUE,0,是,news,"{
 ""datetime"":{
  ""date"":""2016-04-01"",
  ""dateOrig"":""愚人节"",
  ""type"":""DT_BASIC""
 }
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\17news\17news_084_F027_coder.wav.pcm,news,元宵节的新闻,元宵节的新闻,TRUE,0,是,news,"{
 ""datetime"":{
  ""date"":""2016-02-22"",
  ""dateOrig"":""元宵节"",
  ""type"":""DT_BASIC""
 }
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\17news\17news_091_F027_coder.wav.pcm,news,中午的新闻,中午的新闻,TRUE,0,是,news,"{
 ""datetime"":{
  ""date"":""2015-10-13"",
  ""timeOrig"":""中午"",
  ""endDate"":""2015-10-13"",
  ""time"":""11:00:00"",
  ""endTime"":""13:00:00"",
  ""type"":""DT_INTERVAL""
 }
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\17news\17news_098_F027_coder.wav.pcm,news,早上九点的新闻,早上九点的新闻,TRUE,0,是,news,"{
 ""datetime"":{
  ""date"":""2015-10-13"",
  ""timeOrig"":""早上九点"",
  ""time"":""09:00:00"",
  ""type"":""DT_BASIC""
 }
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\17news\17news_105_F027_coder.wav.pcm,news,三点半的新闻,三点半的新闻,TRUE,0,是,news,"{
 ""datetime"":{
  ""date"":""2015-10-13"",
  ""timeOrig"":""三点半"",
  ""time"":""15:30:00"",
  ""type"":""DT_BASIC""
 }
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\17news\17news_112_M009_coder.wav.pcm,news,周一的新闻,周一的新闻,TRUE,0,是,news,"{
 ""datetime"":{
  ""date"":""2015-10-19"",
  ""dateOrig"":""周一"",
  ""type"":""DT_BASIC""
 }
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\17news\17news_119_M009_coder.wav.pcm,news,目前新闻,目前新闻,TRUE,0,是,news,"{
 ""datetime"":{
  ""date"":""2015-10-13"",
  ""timeOrig"":""目前"",
  ""time"":""08:41:50"",
  ""type"":""DT_BASIC""
 }
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\17news\17news_126_M009_coder.wav.pcm,news,我想听百度新闻,我想听百度新闻,TRUE,0,是,news,"{
 ""media"":""百度""
}",PLAY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\17news\17news_133_M010_coder.wav.pcm,news,正月月初一的新闻,正月月初一的新闻,TRUE,0,是,news,"{
 ""datetime"":{
  ""date"":""CURRENT_DAY"",
  ""dateOrig"":""月初一"",
  ""type"":""DT_ORIGINAL""
 }
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\17news\17news_140_M010_coder.wav.pcm,news,三点半的新闻,三点半的新闻,TRUE,0,是,news,"{
 ""datetime"":{
  ""date"":""2015-10-13"",
  ""timeOrig"":""三点半"",
  ""time"":""15:30:00"",
  ""type"":""DT_BASIC""
 }
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\17news\17news_147_M010_coder.wav.pcm,news,最近国内有什么大的新闻,最近国内有什么大的新闻,TRUE,0,是,news,"{
 ""datetime"":{
  ""date"":""CURRENT_DAY"",
  ""dateOrig"":""最近"",
  ""type"":""DT_ORIGINAL""
 },
 ""location"":{
  ""country"":""国内"",
  ""type"":""LOC_BASIC""
 }
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_004_F023_coder.wav.pcm,radio,东莞交通音乐台,东莞交通音乐台,TRUE,1,是,radio,"{
 ""name"":""东莞交通音乐台""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_011_F024_coder.wav.pcm,radio,乌鲁木齐经济广播,乌鲁木齐经济广播,TRUE,1,是,radio,"{
 ""name"":""乌鲁木齐经济广播""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_018_F024_coder.wav.pcm,radio,兰州音乐广播,兰州音乐广播,TRUE,1,是,radio,"{
 ""name"":""兰州交通音乐""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_025_F025_coder.wav.pcm,radio,千岛湖之声,千岛湖之声,TRUE,1,是,radio,"{
 ""name"":""千岛湖之声""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_032_M007_coder.wav.pcm,radio,南宁交通音乐广播,南宁交通音乐广播,TRUE,1,是,radio,"{
 ""name"":""南宁交通音乐广播""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_039_M007_coder.wav.pcm,radio,合肥汽车音乐电台,合肥汽车音乐电台,TRUE,1,是,radio,"{
 ""name"":""合肥汽车音乐电台""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_046_F026_coder.wav.pcm,radio,听南京经济电台,听南京经济电台,TRUE,1,是,radio,"{
 ""name"":""南京经济台"",
 ""nameOrig"":""南京经济电台""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_053_M008_coder.wav.pcm,radio,听听郑州都市广播,听听郑州都市广播,TRUE,1,是,radio,"{
 ""name"":""郑州都市广播"",
 ""nameOrig"":""郑州都市广播""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_060_M008_coder.wav.pcm,radio,听调频894,听调频八九四,FALSE,1,是,radio,"{
 ""code"":""89.4"",
 ""waveband"":""fm""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_067_M008_coder.wav.pcm,radio,听调频1074,听调频一零七四,FALSE,1,是,radio,"{
 ""code"":""107.4"",
 ""waveband"":""fm""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_074_M008_coder.wav.pcm,radio,听调频92.7,听调频九二点七,FALSE,1,是,radio,"{
 ""code"":""92.7"",
 ""waveband"":""fm""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_081_F027_coder.wav.pcm,radio,听调频888,听调频八八八,FALSE,1,是,radio,"{
 ""code"":""88.8"",
 ""waveband"":""fm""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_088_F027_coder.wav.pcm,radio,听长沙品味音乐广播,听长沙品味音乐广播,TRUE,1,是,radio,"{
 ""name"":""长沙品味音乐广播"",
 ""nameOrig"":""长沙品味音乐广播""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_095_F027_coder.wav.pcm,radio,唐山交通文艺广播,唐山交通文艺广播,TRUE,1,是,radio,"{
 ""name"":""唐山交通文艺广播""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_102_F027_coder.wav.pcm,radio,大连彩虹网络台,大连彩虹网络台,TRUE,1,是,radio,"{
 ""name"":""大连彩虹网络台""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_109_F027_coder.wav.pcm,radio,宁夏经济广播,宁夏经济广播,TRUE,1,是,radio,"{
 ""name"":""宁夏经济广播""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_116_M009_coder.wav.pcm,radio,常州怀旧频率,常州怀旧频率,TRUE,1,是,radio,"{
 ""name"":""常州怀旧广播""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_123_M009_coder.wav.pcm,radio,广西新闻综合广播,广西新闻综合广播,TRUE,1,是,radio,"{
 ""name"":""广西新闻综合广播""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_130_M009_coder.wav.pcm,radio,徐州交通广播,徐州交通广播,TRUE,1,是,radio,"{
 ""name"":""徐州交通广播""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_137_M010_coder.wav.pcm,radio,我想听fm89.2,我想听fm八九点二,FALSE,1,是,radio,"{
 ""code"":""89.2"",
 ""waveband"":""fm""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_144_M010_coder.wav.pcm,radio,我想听fm1006,我想听fm一零零六,FALSE,1,是,radio,"{
 ""code"":""100.6"",
 ""waveband"":""fm""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_151_M011_coder.wav.pcm,radio,我想听fm926,我想听fm九二六,FALSE,1,是,radio,"{
 ""code"":""92.6"",
 ""waveband"":""fm""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_158_M011_coder.wav.pcm,radio,我想听fm945,我想听fm九四五,FALSE,1,是,radio,"{
 ""code"":""94.5"",
 ""waveband"":""fm""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_165_M011_coder.wav.pcm,radio,我想听fm1031,我想听fm幺零三幺,FALSE,1,是,radio,"{
 ""code"":""103.1"",
 ""waveband"":""fm""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_172_M011_coder.wav.pcm,radio,我想听听江西游友之声,我想听听江西游友之声,TRUE,1,是,radio,"{
 ""name"":""江西游友之声"",
 ""nameOrig"":""江西游友之声""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_179_M011_coder.wav.pcm,radio,我想听听长沙城市之音,我想听听长沙城市之音,TRUE,1,是,radio,"{
 ""name"":""长沙人民广播电台音乐优电台"",
 ""nameOrig"":""长沙城市之音""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_186_F028_coder.wav.pcm,radio,我想听湖南新闻广播,我想听湖南新闻广播,TRUE,1,是,radio,"{
 ""name"":""湖南新闻广播"",
 ""nameOrig"":""湖南新闻广播""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_193_F028_coder.wav.pcm,radio,我要听听武汉少儿广播,我要听听武汉少儿广播,TRUE,1,是,radio,"{
 ""name"":""武汉品味936"",
 ""nameOrig"":""武汉少儿广播""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_200_F028_coder.wav.pcm,radio,我要听听长沙新闻广播,我要听听长沙新闻广播,TRUE,1,是,radio,"{
 ""name"":""长沙新闻广播"",
 ""nameOrig"":""长沙新闻广播""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_207_F028_coder.wav.pcm,radio,我要听郑州音乐广播,我要听郑州音乐广播,TRUE,1,是,radio,"{
 ""name"":""郑州音乐广播"",
 ""nameOrig"":""郑州音乐广播""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_214_F029_coder.wav.pcm,radio,抚顺交通台,抚顺交通台,TRUE,1,是,radio,"{
 ""name"":""抚顺交通台""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_221_F029_coder.wav.pcm,radio,播放调频fm105.8,播放调频fm一百零五点八,FALSE,1,是,radio,"{
 ""code"":""105.8"",
 ""waveband"":""fm""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_228_F029_coder.wav.pcm,radio,播放调频fm936,播放调频fm九三六,FALSE,1,是,radio,"{
 ""code"":""93.6"",
 ""waveband"":""fm""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_235_F029_coder.wav.pcm,radio,播放调频fm968,播放调频fm九六八,FALSE,1,是,radio,"{
 ""code"":""96.8"",
 ""waveband"":""fm""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_242_F030_coder.wav.pcm,radio,播放调频fm89.6,播放调频fm八十九点六,FALSE,1,是,radio,"{
 ""code"":""89.6"",
 ""waveband"":""fm""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_249_F030_coder.wav.pcm,radio,收听am1559,收听am一五五九,FALSE,1,是,radio,"{
 ""code"":""1559"",
 ""waveband"":""am""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_256_F030_coder.wav.pcm,radio,收听fm105.3,收听fm一百零五点三,FALSE,1,是,radio,"{
 ""code"":""105.3"",
 ""waveband"":""fm""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_263_F030_coder.wav.pcm,radio,收听fm97.2,收听fm九十七点二,FALSE,1,是,radio,"{
 ""code"":""97.2"",
 ""waveband"":""fm""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_270_F030_coder.wav.pcm,radio,收听fm96.6,收听fm九十六点六,FALSE,1,是,radio,"{
 ""code"":""96.6"",
 ""waveband"":""fm""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_277_F030_coder.wav.pcm,radio,收听fm88.2,收听fm八八点二,FALSE,1,是,radio,"{
 ""code"":""88.2"",
 ""waveband"":""fm""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_284_M012_coder.wav.pcm,radio,收听洛阳新闻广播,收听洛阳新闻广播,TRUE,1,是,radio,"{
 ""name"":""洛阳新闻广播"",
 ""nameOrig"":""洛阳新闻广播""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_291_M012_coder.wav.pcm,radio,新疆综合广播,新疆综合广播,TRUE,1,是,radio,"{
 ""name"":""新疆综合广播""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_298_M012_coder.wav.pcm,radio,杭州新闻广播,杭州新闻广播,TRUE,1,是,radio,"{
 ""name"":""杭州新闻广播""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_305_M012_coder.wav.pcm,radio,汕头交通音乐之声,汕头交通音乐之声,TRUE,1,是,radio,"{
 ""name"":""汕头交通音乐之声""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_312_M012_coder.wav.pcm,radio,沈阳体育休闲广播,沈阳体育休闲广播,TRUE,1,是,radio,"{
 ""name"":""沈阳体育休闲广播""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_319_M012_coder.wav.pcm,radio,济南经济广播,济南经济广播,TRUE,1,是,radio,"{
 ""name"":""济南经济广播""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_326_M012_coder.wav.pcm,radio,深圳生活广播,深圳生活广播,TRUE,1,是,radio,"{
 ""name"":""深圳生活广播""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_333_M013_coder.wav.pcm,radio,湖北阳光调频广播,湖北阳光调频广播,TRUE,1,是,radio,"{
 ""name"":""湖北阳光调频广播""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_340_M013_coder.wav.pcm,radio,牡丹江都市生活,牡丹江都市生活,TRUE,1,是,radio,"{
 ""name"":""牡丹江都市生活""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_347_M013_coder.wav.pcm,radio,盘锦交通文艺广播,盘锦交通文艺广播,TRUE,1,是,radio,"{
 ""name"":""盘锦人民广播电台交通文艺广播""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_354_M013_coder.wav.pcm,radio,糖罐子网络电台,糖罐子网络电台,TRUE,1,是,radio,"{
 ""name"":""糖罐子网络电台""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_361_M013_coder.wav.pcm,radio,肇庆网络电台,肇庆网络电台,TRUE,1,是,radio,"{
 ""name"":""肇庆网络电台""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_368_M013_coder.wav.pcm,radio,西藏都市生活,西藏都市生活,TRUE,1,是,radio,"{
 ""name"":""西藏都市生活""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_375_M013_coder.wav.pcm,radio,调幅到am1521,调幅到am一千五百二十一,FALSE,1,是,radio,"{
 ""code"":""1520"",
 ""waveband"":""am""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_382_M013_coder.wav.pcm,radio,调频106.3,调频一百零六点三,FALSE,1,是,radio,"{
 ""code"":""106.3"",
 ""waveband"":""fm""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_389_M013_coder.wav.pcm,radio,调频931,调频九三幺,FALSE,1,是,radio,"{
 ""code"":""93.1"",
 ""waveband"":""fm""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_396_M013_coder.wav.pcm,radio,调频879,调频八七九,FALSE,1,是,radio,"{
 ""code"":""87.9"",
 ""waveband"":""fm""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_403_M013_coder.wav.pcm,radio,贵阳电台新闻频率,贵阳电台新闻频率,TRUE,1,是,radio,"{
 ""name"":""贵阳电台新闻频率""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_410_M013_coder.wav.pcm,radio,郑州新闻广播,郑州新闻广播,TRUE,1,是,radio,"{
 ""name"":""郑州新闻广播""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_417_M013_coder.wav.pcm,radio,长春交通之声,长春交通之声,TRUE,1,是,radio,"{
 ""name"":""长春人民广播电台交通广播""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_424_M013_coder.wav.pcm,radio,阳江音乐台,阳江音乐台,TRUE,1,是,radio,"{
 ""name"":""阳江音乐台""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_431_M013_coder.wav.pcm,radio,青苹果电台,青苹果电台,TRUE,1,是,radio,"{
 ""name"":""青苹果电台""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_438_M013_coder.wav.pcm,radio,fm895,fm八九五,FALSE,1,是,radio,"{
 ""code"":""89.5"",
 ""waveband"":""fm""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_445_M013_coder.wav.pcm,radio,fm914,fm九幺四,FALSE,1,是,radio,"{
 ""code"":""91.4"",
 ""waveband"":""fm""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\18radio\18radio_452_M013_coder.wav.pcm,radio,am1345,am一三四五,FALSE,1,是,radio,"{
 ""code"":""1345"",
 ""waveband"":""am""
}",LAUNCH
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\19restaurant\19restaurant_002_F023_coder.wav.pcm,restaurant,上海南京路附近著名的小吃,上海南京路附近著名的小吃,TRUE,0,是,restaurant,"{
 ""category"":""小吃"",
 ""location"":{
  ""cityAddr"":""上海"",
  ""city"":""上海市"",
  ""street"":""南京路"",
  ""type"":""LOC_STREET""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\19restaurant\19restaurant_009_F023_coder.wav.pcm,restaurant,中山北路地铁站附近有没有必胜客,中山北路地铁站附近有没有必胜客,TRUE,0,是,restaurant,"{""name"":""必胜客"",""location"":{""city"":""CURRENT_CITY"",""street"":""中山北路"",""poi"":""地铁站"",""type"":""LOC_POI""}}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\19restaurant\19restaurant_016_F024_coder.wav.pcm,restaurant,凯悦酒家有什么特色菜,凯悦酒家有什么特色菜,TRUE,0,是,restaurant,"{
 ""name"":""凯悦酒家"",
 ""location"":{
  ""city"":""CURRENT_CITY"",
  ""poi"":""CURRENT_POI"",
  ""type"":""LOC_POI""
 }
}",QUERY
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\19restaurant\19restaurant_023_F025_coder.wav.pcm,restaurant,北京王府井附近的小吃,北京王府井附近的小吃,TRUE,0,是,restaurant,"{
 ""location"":{
  ""cityAddr"":""北京"",
  ""city"":""北京市"",
  ""poi"":""王府井"",
  ""type"":""LOC_POI""
 },
 ""category"":""小吃""
}",
\StorageCard\PcmRes\isr\6000_Enc_NoWavHead\19restaurant\19restaurant_030_F025_coder.wav.pcm,restaurant,合肥包河区女人街有什么实惠的川菜馆,合肥包河区女人街有什么实惠的川菜馆,TRUE,0,是,restaurant,"{
 ""price"":""实惠"",
 ""location"":{
  ""area"":""包河区"",
  ""cityAddr"":""合肥"",
  ""city"":""合肥市"",
  ""areaAddr"":""包河"",
  ""poi"":""女人街"",
  ""type"":""LOC_POI""
 },
 ""category"":""川菜馆""
}",QUERY
