用户说法,user_data
帮我导航到山西大学,"{""UserData"":{""serialNo"":""M1AT020102000007_20170601144449885"",""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|缩小图面|放大图面|仅供测试""},""dataInfo"":{""end_poi"":{""poi"":""星洲湾足道"",""lat"":""31.268056"",""tel"":"""",""area"":""上海城区杨浦区"",""lng"":""121.521458""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""oneTarget"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""星洲湾足道"",""lat"":""31.268056"",""tel"":"""",""area"":""上海城区杨浦区"",""lng"":""121.521458""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""缩小图面"",""放大图面"",""仅供测试""]}"
去山西大学-艺术研究所,"{""UserData"":{""serialNo"":""M1AT020102000007_20170601144453689"",""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""星洲湾足道"",""lat"":""31.268056"",""tel"":"""",""area"":""上海城区杨浦区"",""lng"":""121.521458""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""oneTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|山西大学|距离511|地址太原市坞城路""},""dataInfo"":{""end_poi"":{""poi"":""山西大学"",""lat"":""37.80146599"",""tel"":"""",""area"":""太原市小店区"",""lng"":""112.5879391""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""山西大学"",""距离511"",""地址太原市坞城路""]}"
搜索山西大学附近的小吃街,"{""UserData"":{""serialNo"":""M1AT020102000007_2017060114445729"",""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""星洲湾足道"",""lat"":""31.268056"",""tel"":"""",""area"":""上海城区杨浦区"",""lng"":""121.521458""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|陕西师范大学国际汉学研究所|西安市雁塔区|西安交通大学形容艺术研究所|西安市碑林区|西北大学教育技术研究所|西北工业大学电力电子技术研究所|西安市友谊西路127号|西北大学地球探测与信息技术研究所""},""dataInfo"":{""end_poi"":{""poi"":""陕西师范大学国际汉学研究所"",""lat"":""34.204306"",""tel"":"""",""area"":""西安市雁塔区"",""lng"":""108.948611""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""陕西师范大学国际汉学研究所"",""西安市雁塔区"",""西安交通大学形容艺术研究所"",""西安市碑林区"",""西北大学教育技术研究所"",""西北工业大学电力电子技术研究所"",""西安市友谊西路127号"",""西北大学地球探测与信息技术研究所""]}"
选择评价最高的,"{""UserData"":{""serialNo"":""M1AT020102000007_20170601144500572"",""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""星洲湾足道"",""lat"":""31.268056"",""tel"":"""",""area"":""上海城区杨浦区"",""lng"":""121.521458""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""oneTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|小吃街钟楼街|距离515|地址太原市汾酒购物中心东侧""},""dataInfo"":{""end_poi"":{""poi"":""小吃街(钟楼街)"",""lat"":""37.867604"",""tel"":"""",""area"":""太原市迎泽区"",""lng"":""112.561354""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""小吃街钟楼街"",""距离515"",""地址太原市汾酒购物中心东侧""]}"
导航开始吧,"{""UserData"":{""serialNo"":""M1AT020102000007_20170601144503879"",""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""星洲湾足道"",""lat"":""31.268056"",""tel"":"""",""area"":""上海城区杨浦区"",""lng"":""121.521458""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""oneTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|小吃街钟楼街|距离515|地址太原市汾酒购物中心东侧""},""dataInfo"":{""end_poi"":{""poi"":""小吃街(钟楼街)"",""lat"":""37.867604"",""tel"":"""",""area"":""太原市迎泽区"",""lng"":""112.561354""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""小吃街钟楼街"",""距离515"",""地址太原市汾酒购物中心东侧""]}"
前往南宁万象城,"{""UserData"":{""serialNo"":""M1AT020102000007_20170601144507190"",""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|加载中""},""dataInfo"":{""end_poi"":{""poi"":""小吃街(钟楼街)"",""lat"":""37.867604"",""tel"":"""",""area"":""太原市迎泽区"",""lng"":""112.561354""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""oneTarget"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""小吃街(钟楼街)"",""lat"":""37.867604"",""tel"":"""",""area"":""太原市迎泽区"",""lng"":""112.561354""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""加载中""]}"
就是民族大道136号的万象城,"{""UserData"":{""serialNo"":""M1AT020102000007_20170601144510586"",""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""小吃街(钟楼街)"",""lat"":""37.867604"",""tel"":"""",""area"":""太原市迎泽区"",""lng"":""112.561354""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""oneTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|万象城青秀路|距离1360|地址南宁市民族大道136""},""dataInfo"":{""end_poi"":{""poi"":""万象城(青秀路)"",""lat"":""22.811840"",""tel"":"""",""area"":""南宁市青秀区"",""lng"":""108.392708""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""万象城青秀路"",""距离1360"",""地址南宁市民族大道136""]}"
是2号门，不是8号门,"{""UserData"":{""serialNo"":""M1AT020102000007_2017060114451433"",""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""小吃街(钟楼街)"",""lat"":""37.867604"",""tel"":"""",""area"":""太原市迎泽区"",""lng"":""112.561354""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|亿象城泰国餐厅|温州市鹿城区|万象居委会老人协会|温州市永嘉县|万象社区卫生服务站|桥头派出所万象联防队|永嘉县桥头镇万象居民委员会""},""dataInfo"":{""end_poi"":{""poi"":""亿象城泰国餐厅"",""lat"":""28.001597"",""tel"":"""",""area"":""温州市鹿城区"",""lng"":""120.705868""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""亿象城泰国餐厅"",""温州市鹿城区"",""万象居委会老人协会"",""温州市永嘉县"",""万象社区卫生服务站"",""桥头派出所万象联防队"",""永嘉县桥头镇万象居民委员会""]}"
可以导航了,"{""UserData"":{""serialNo"":""M1AT020102000007_20170601144517353"",""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""小吃街(钟楼街)"",""lat"":""37.867604"",""tel"":"""",""area"":""太原市迎泽区"",""lng"":""112.561354""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|亿象城泰国餐厅|温州市鹿城区|万象居委会老人协会|温州市永嘉县|万象社区卫生服务站|桥头派出所万象联防队|永嘉县桥头镇万象居民委员会""},""dataInfo"":{""end_poi"":{""poi"":""亿象城泰国餐厅"",""lat"":""28.001597"",""tel"":"""",""area"":""温州市鹿城区"",""lng"":""120.705868""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""亿象城泰国餐厅"",""温州市鹿城区"",""万象居委会老人协会"",""温州市永嘉县"",""万象社区卫生服务站"",""桥头派出所万象联防队"",""永嘉县桥头镇万象居民委员会""]}"
我想去突泉汽车站,"{""UserData"":{""serialNo"":""M1AT020102000007_20170601144520601"",""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""小吃街(钟楼街)"",""lat"":""37.867604"",""tel"":"""",""area"":""太原市迎泽区"",""lng"":""112.561354""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|路线偏好|距离最短|11小时9分钟|992公里|红绿灯13个|收费440元|方案2|11小时43分钟|1039公里|拥堵较少|12小时42分钟|1147公里|开始导航|缩小图面|放大图面|仅供测试""},""dataInfo"":{""end_poi"":{""poi"":""亿象城泰国餐厅"",""lat"":""28.001597"",""tel"":"""",""area"":""温州市鹿城区"",""lng"":""120.705868""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""路线偏好"",""距离最短"",""11小时9分钟"",""992公里"",""红绿灯13个"",""收费440元"",""方案2"",""11小时43分钟"",""1039公里"",""拥堵较少"",""12小时42分钟"",""1147公里"",""开始导航"",""缩小图面"",""放大图面"",""仅供测试""]}"
去太和汽车站,"{""UserData"":{""serialNo"":""M1AT020102000007_2017060114452456"",""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""小吃街(钟楼街)"",""lat"":""37.867604"",""tel"":"""",""area"":""太原市迎泽区"",""lng"":""112.561354""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|突泉客运站|兴安盟突泉县|突泉汽车站售票厅|永安汽车站突泉县永安镇中心卫生院南|突泉收费站""},""dataInfo"":{""end_poi"":{""poi"":""突泉客运站"",""lat"":""45.391806"",""tel"":"""",""area"":""兴安盟突泉县"",""lng"":""121.572431""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""突泉客运站"",""兴安盟突泉县"",""突泉汽车站售票厅"",""永安汽车站突泉县永安镇中心卫生院南"",""突泉收费站""]}"
查找太和汽车站附近的酒店,"{""UserData"":{""serialNo"":""M1AT020102000007_20170601144527509"",""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""小吃街(钟楼街)"",""lat"":""37.867604"",""tel"":"""",""area"":""太原市迎泽区"",""lng"":""112.561354""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|太和汽车站|阜阳市细阳中路181号|太和双星汽车站|阜阳市太和县|太和县汽车总站|太和县桑营客运站|太和县倪邱客运站""},""dataInfo"":{""end_poi"":{""poi"":""太和汽车站"",""lat"":""33.158229"",""tel"":"""",""area"":""阜阳市太和县"",""lng"":""115.631007""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""太和汽车站"",""阜阳市细阳中路181号"",""太和双星汽车站"",""阜阳市太和县"",""太和县汽车总站"",""太和县桑营客运站"",""太和县倪邱客运站""]}"
选择价格最低的,"{""UserData"":{""serialNo"":""M1AT020102000007_2017060114453168"",""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""小吃街(钟楼街)"",""lat"":""37.867604"",""tel"":"""",""area"":""太原市迎泽区"",""lng"":""112.561354""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|温州锐思特汽车连锁酒店新城汽车站店|鹿城区新城旺增新村7栋1号新城汽车站后门左面300米|详情下拉图片|温州侣威澌酒店连锁龙港泰安店|温州市龙港镇龙港大道人民路路口百一超市二楼|温州高林商务宾馆|温州市苍南县龙港镇站前路544546号|温州龙港水星假日酒店|温州苍南县龙港镇龙湖路95|锐思特平阳水头汽车站店|温州市平阳县水头镇径川东路226号车站右150米""},""dataInfo"":{""end_poi"":{""poi"":""温州锐思特汽车连锁酒店(新城汽车站店)"",""lat"":""27.996177676"",""tel"":""0577-28900988"",""area"":"""",""lng"":""120.708321332""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""温州锐思特汽车连锁酒店新城汽车站店"",""鹿城区新城旺增新村7栋1号新城汽车站后门左面300米"",""详情下拉图片"",""温州侣威澌酒店连锁龙港泰安店"",""温州市龙港镇龙港大道人民路路口百一超市二楼"",""温州高林商务宾馆"",""温州市苍南县龙港镇站前路544546号"",""温州龙港水星假日酒店"",""温州苍南县龙港镇龙湖路95"",""锐思特平阳水头汽车站店"",""温州市平阳县水头镇径川东路226号车站右150米""]}"
开始导航,"{""UserData"":{""serialNo"":""M1AT020102000007_20170601144534851"",""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""小吃街(钟楼街)"",""lat"":""37.867604"",""tel"":"""",""area"":""太原市迎泽区"",""lng"":""112.561354""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|温州锐思特汽车连锁酒店新城汽车站店|鹿城区新城旺增新村7栋1号新城汽车站后门左面300米|详情下拉图片|温州侣威澌酒店连锁龙港泰安店|温州市龙港镇龙港大道人民路路口百一超市二楼|温州高林商务宾馆|温州市苍南县龙港镇站前路544546号|温州龙港水星假日酒店|温州苍南县龙港镇龙湖路95|锐思特平阳水头汽车站店|温州市平阳县水头镇径川东路226号车站右150米""},""dataInfo"":{""end_poi"":{""poi"":""温州锐思特汽车连锁酒店(新城汽车站店)"",""lat"":""27.996177676"",""tel"":""0577-28900988"",""area"":"""",""lng"":""120.708321332""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""温州锐思特汽车连锁酒店新城汽车站店"",""鹿城区新城旺增新村7栋1号新城汽车站后门左面300米"",""详情下拉图片"",""温州侣威澌酒店连锁龙港泰安店"",""温州市龙港镇龙港大道人民路路口百一超市二楼"",""温州高林商务宾馆"",""温州市苍南县龙港镇站前路544546号"",""温州龙港水星假日酒店"",""温州苍南县龙港镇龙湖路95"",""锐思特平阳水头汽车站店"",""温州市平阳县水头镇径川东路226号车站右150米""]}"
导航去美亚光电,"{""UserData"":{""serialNo"":""M1AT020102000007_20170601144538195"",""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""小吃街(钟楼街)"",""lat"":""37.867604"",""tel"":"""",""area"":""太原市迎泽区"",""lng"":""112.561354""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""moreTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|路线偏好|距离最短|11小时9分钟|992公里|红绿灯13个|收费440元|方案2|11小时43分钟|1039公里|拥堵较少|12小时42分钟|1147公里|开始导航|缩小图面|放大图面|仅供测试""},""dataInfo"":{""end_poi"":{""poi"":""温州锐思特汽车连锁酒店(新城汽车站店)"",""lat"":""27.996177676"",""tel"":""0577-28900988"",""area"":"""",""lng"":""120.708321332""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""路线偏好"",""距离最短"",""11小时9分钟"",""992公里"",""红绿灯13个"",""收费440元"",""方案2"",""11小时43分钟"",""1039公里"",""拥堵较少"",""12小时42分钟"",""1147公里"",""开始导航"",""缩小图面"",""放大图面"",""仅供测试""]}"
位于天湖路4号美亚光电,"{""UserData"":{""serialNo"":""M1AT020102000007_20170601144541523"",""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""小吃街(钟楼街)"",""lat"":""37.867604"",""tel"":"""",""area"":""太原市迎泽区"",""lng"":""112.561354""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""oneTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|美亚光电|距离12|地址合肥市蜀山区""},""dataInfo"":{""end_poi"":{""poi"":""美亚光电"",""lat"":""31.830729"",""tel"":"""",""area"":""合肥市蜀山区"",""lng"":""117.141597""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""美亚光电"",""距离12"",""地址合肥市蜀山区""]}"
走最近的线路,"{""UserData"":{""serialNo"":""M1AT020102000007_20170601144544732"",""mapU::route"":{""sceneStatus"":""moreRoute"",""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""poi"":""小吃街(钟楼街)"",""lat"":""37.867604"",""tel"":"""",""area"":""太原市迎泽区"",""lng"":""112.561354""},""via_poi"":{},""start_poi"":{},""reference_poi"":{},""avoid_poi"":{}}}},""mapU::poiSearch"":{""sceneStatus"":""oneTarget"",""activeStatus"":""fg"",""data"":{""hotInfo"":{""viewCmd"":""返回|主界面|通知栏|美亚光电|距离12|地址合肥市蜀山区""},""dataInfo"":{""end_poi"":{""poi"":""美亚光电"",""lat"":""31.830729"",""tel"":"""",""area"":""合肥市蜀山区"",""lng"":""117.141597""},""start_poi"":{}}}}},""HotWords"":[""返回"",""主界面"",""通知栏"",""美亚光电"",""距离12"",""地址合肥市蜀山区""]}"
